Date_heure;Q_SJV;H_SJV;Q_SML;H_SML
28/07/2022 00:00;1.6;159;1.49;445
28/07/2022 00:15;1.61;160;1.51;446
28/07/2022 00:30;1.62;160;1.49;445
28/07/2022 00:45;1.63;161;1.5;446
28/07/2022 01:00;1.59;158;1.5;446
28/07/2022 01:15;1.6;159;1.49;445
28/07/2022 01:30;1.62;160;1.49;445
28/07/2022 01:45;1.66;164;1.5;446
28/07/2022 02:00;1.63;161;1.49;445
28/07/2022 02:15;1.6;159;1.51;446
28/07/2022 02:30;1.57;156;1.5;446
28/07/2022 02:45;1.65;163;1.5;445
28/07/2022 03:00;1.6;159;1.49;445
28/07/2022 03:15;1.6;159;1.5;446
28/07/2022 03:30;1.6;159;1.52;447
28/07/2022 03:45;1.6;159;1.49;445
28/07/2022 04:00;1.65;163;1.49;445
28/07/2022 04:15;1.63;162;1.51;446
28/07/2022 04:30;1.62;160;1.5;445
28/07/2022 04:45;1.65;163;1.5;445
28/07/2022 05:00;1.6;159;1.51;446
28/07/2022 05:15;1.6;159;1.52;447
28/07/2022 05:30;1.6;159;1.51;447
28/07/2022 05:45;1.6;159;1.51;446
28/07/2022 06:00;1.63;162;1.52;447
28/07/2022 06:15;1.66;164;1.53;448
28/07/2022 06:30;1.61;160;1.51;447
28/07/2022 06:45;1.56;155;1.51;446
28/07/2022 07:00;1.56;155;1.52;447
28/07/2022 07:15;1.56;155;1.53;448
28/07/2022 07:30;1.55;155;1.51;447
28/07/2022 07:45;1.55;154;1.51;446
28/07/2022 08:00;1.55;154;1.51;446
28/07/2022 08:15;1.55;154;1.51;447
28/07/2022 08:30;1.58;157;1.52;447
28/07/2022 08:45;1.6;159;1.52;447
28/07/2022 09:00;1.52;151;1.51;446
28/07/2022 09:15;1.56;155;1.49;445
28/07/2022 09:30;1.5;150;1.51;446
28/07/2022 09:45;1.56;155;1.51;446
28/07/2022 10:00;1.52;151;1.51;447
28/07/2022 10:15;1.57;156;1.52;447
28/07/2022 10:30;1.52;151;1.55;449
28/07/2022 10:45;1.51;151;1.55;449
28/07/2022 11:00;1.5;150;1.56;450
28/07/2022 11:15;1.5;150;1.58;452
28/07/2022 11:30;1.49;149;1.57;451
28/07/2022 11:45;1.54;153;1.57;450
28/07/2022 12:00;1.49;149;1.57;451
28/07/2022 12:15;1.54;153;1.55;449
28/07/2022 12:30;1.5;150;1.55;449
28/07/2022 12:45;1.47;147;1.55;449
28/07/2022 13:00;1.44;144;1.55;450
28/07/2022 13:15;1.46;146;1.56;450
28/07/2022 13:30;1.48;148;1.56;450
28/07/2022 13:45;1.5;150;1.55;449
28/07/2022 14:00;1.47;147;1.51;446
28/07/2022 14:15;1.43;143;1.55;449
28/07/2022 14:30;1.47;147;1.57;451
28/07/2022 14:45;1.52;151;1.51;446
28/07/2022 15:00;1.51;151;1.5;445
28/07/2022 15:15;1.5;150;1.52;447
28/07/2022 15:30;1.5;150;1.52;447
28/07/2022 15:45;1.49;149;1.5;446
28/07/2022 16:00;1.49;149;1.51;446
28/07/2022 16:15;1.48;148;1.53;448
28/07/2022 16:30;1.48;148;1.52;447
28/07/2022 16:45;1.47;147;1.51;447
28/07/2022 17:00;1.47;147;1.51;446
28/07/2022 17:15;1.46;146;1.51;447
28/07/2022 17:30;1.52;151;1.52;447
28/07/2022 17:45;1.46;146;1.53;448
28/07/2022 18:00;1.54;153;1.53;448
28/07/2022 18:15;1.52;152;1.51;446
28/07/2022 18:30;1.5;150;1.52;447
28/07/2022 18:45;1.54;153;1.52;447
28/07/2022 19:00;1.52;151;1.5;446
28/07/2022 19:15;1.56;155;1.5;445
28/07/2022 19:30;1.52;151;1.49;445
28/07/2022 19:45;1.59;158;1.49;445
28/07/2022 20:00;1.62;160;1.49;445
28/07/2022 20:15;1.54;153;1.49;445
28/07/2022 20:30;1.52;151;1.52;447
28/07/2022 20:45;1.57;156;1.52;447
28/07/2022 21:00;1.57;156;1.52;447
28/07/2022 21:15;1.57;156;1.52;447
28/07/2022 21:30;1.57;156;1.53;448
28/07/2022 21:45;1.56;155;1.55;449
28/07/2022 22:00;1.56;155;1.53;448
28/07/2022 22:15;1.56;155;1.55;449
28/07/2022 22:30;1.59;158;1.54;448
28/07/2022 22:45;1.56;155;1.53;448
28/07/2022 23:00;1.59;158;1.53;448
28/07/2022 23:15;1.56;155;1.54;449
28/07/2022 23:30;1.58;157;1.54;448
28/07/2022 23:45;1.59;158;1.54;449
29/07/2022 00:00;1.54;153;1.54;449
29/07/2022 00:15;1.6;159;1.53;448
29/07/2022 00:30;1.58;157;1.53;448
29/07/2022 00:45;1.56;155;1.53;448
29/07/2022 01:00;1.6;159;1.53;448
29/07/2022 01:15;1.58;157;1.53;448
29/07/2022 01:30;1.56;155;1.53;448
29/07/2022 01:45;1.56;155;1.54;449
29/07/2022 02:00;1.55;154;1.56;450
29/07/2022 02:15;1.55;154;1.53;448
29/07/2022 02:30;1.59;158;1.54;448
29/07/2022 02:45;1.57;156;1.54;449
29/07/2022 03:00;1.6;159;1.54;449
29/07/2022 03:15;1.54;153;1.54;449
29/07/2022 03:30;1.54;153;1.54;448
29/07/2022 03:45;1.55;154;1.53;448
29/07/2022 04:00;1.56;155;1.54;448
29/07/2022 04:15;1.57;156;1.54;449
29/07/2022 04:30;1.58;156;1.55;449
29/07/2022 04:45;1.58;157;1.53;448
29/07/2022 05:00;1.59;158;1.52;447
29/07/2022 05:15;1.57;156;1.52;447
29/07/2022 05:30;1.54;153;1.52;447
29/07/2022 05:45;1.6;159;1.53;448
29/07/2022 06:00;1.6;158;1.53;448
29/07/2022 06:15;1.59;157;1.52;447
29/07/2022 06:30;1.58;157;1.51;446
29/07/2022 06:45;1.57;156;1.53;448
29/07/2022 07:00;1.56;155;1.55;449
29/07/2022 07:15;1.55;154;1.55;449
29/07/2022 07:30;1.58;157;1.55;449
29/07/2022 07:45;1.6;159;1.55;449
29/07/2022 08:00;1.59;158;1.55;449
29/07/2022 08:15;1.58;157;1.55;449
29/07/2022 08:30;1.57;156;1.55;449
29/07/2022 08:45;1.52;151;1.56;450
29/07/2022 09:00;1.55;154;1.56;450
29/07/2022 09:15;1.55;154;1.57;451
29/07/2022 09:30;1.55;154;1.59;452
29/07/2022 09:45;1.55;154;1.57;451
29/07/2022 10:00;1.55;154;1.59;453
29/07/2022 10:15;1.55;154;1.59;452
29/07/2022 10:30;1.52;151;1.6;453
29/07/2022 10:45;1.52;151;1.61;454
29/07/2022 11:00;1.52;151;1.64;456
29/07/2022 11:15;1.45;145;1.64;456
29/07/2022 11:30;1.5;150;1.63;455
29/07/2022 11:45;1.5;150;1.61;454
29/07/2022 12:00;1.5;150;1.61;453
29/07/2022 12:15;1.5;150;1.62;455
29/07/2022 12:30;1.5;149;1.64;456
29/07/2022 12:45;1.49;149;1.63;455
29/07/2022 13:00;1.49;149;1.61;454
29/07/2022 13:15;1.46;146;1.61;454
29/07/2022 13:30;1.49;149;1.62;454
29/07/2022 13:45;1.44;144;1.62;455
29/07/2022 14:00;1.47;147;1.6;453
29/07/2022 14:15;1.49;149;1.61;454
29/07/2022 14:30;1.46;146;1.62;455
29/07/2022 14:45;1.48;148;1.62;454
29/07/2022 15:00;1.5;150;1.61;454
29/07/2022 15:15;1.5;150;1.63;455
29/07/2022 15:30;1.49;149;1.62;455
29/07/2022 15:45;1.45;145;1.62;454
29/07/2022 16:00;1.49;149;1.62;455
29/07/2022 16:15;1.5;150;1.64;456
29/07/2022 16:30;1.51;151;1.62;455
29/07/2022 16:45;1.52;152;1.61;454
29/07/2022 17:00;1.53;152;1.6;453
29/07/2022 17:15;1.54;153;1.58;451
29/07/2022 17:30;1.55;154;1.58;452
29/07/2022 17:45;1.56;155;1.58;451
29/07/2022 18:00;1.55;154;1.57;451
29/07/2022 18:15;1.54;153;1.57;451
29/07/2022 18:30;1.57;156;1.56;450
29/07/2022 18:45;1.59;158;1.55;449
29/07/2022 19:00;1.57;156;1.53;448
29/07/2022 19:15;1.55;155;1.52;447
29/07/2022 19:30;1.53;153;1.49;445
29/07/2022 19:45;1.52;151;1.52;447
29/07/2022 20:00;1.6;159;1.51;447
29/07/2022 20:15;1.57;156;1.51;446
29/07/2022 20:30;1.62;160;1.53;448
29/07/2022 20:45;1.59;158;1.54;448
29/07/2022 21:00;1.57;156;1.55;449
29/07/2022 21:15;1.59;158;1.57;451
29/07/2022 21:30;1.6;159;1.57;451
29/07/2022 21:45;1.62;161;1.57;450
29/07/2022 22:00;1.64;162;1.56;450
29/07/2022 22:15;1.66;164;1.57;450
29/07/2022 22:30;1.67;165;1.57;451
29/07/2022 22:45;1.64;163;1.56;450
29/07/2022 23:00;1.62;160;1.57;451
29/07/2022 23:15;1.62;160;1.56;450
29/07/2022 23:30;1.62;161;1.55;449
29/07/2022 23:45;1.62;161;1.56;450
30/07/2022 00:00;1.63;161;1.56;450
30/07/2022 00:15;1.59;158;1.55;449
30/07/2022 00:30;1.55;154;1.59;452
30/07/2022 00:45;1.62;160;1.58;452
30/07/2022 01:00;1.59;158;1.58;451
30/07/2022 01:15;1.57;156;1.59;452
30/07/2022 01:30;1.57;156;1.58;452
30/07/2022 01:45;1.57;156;1.57;451
30/07/2022 02:00;1.57;156;1.58;452
30/07/2022 02:15;1.57;156;1.59;452
30/07/2022 02:30;1.57;156;1.6;453
30/07/2022 02:45;1.57;156;1.61;454
30/07/2022 03:00;1.59;157;1.61;454
30/07/2022 03:15;1.6;159;1.59;452
30/07/2022 03:30;1.61;160;1.58;452
30/07/2022 03:45;1.63;161;1.6;453
30/07/2022 04:00;1.57;156;1.59;452
30/07/2022 04:15;1.59;158;1.6;453
30/07/2022 04:30;1.61;159;1.58;452
30/07/2022 04:45;1.63;161;1.58;451
30/07/2022 05:00;1.61;160;1.59;453
30/07/2022 05:15;1.59;158;1.61;454
30/07/2022 05:30;1.6;159;1.6;453
30/07/2022 05:45;1.6;159;1.58;452
30/07/2022 06:00;1.65;163;1.58;451
30/07/2022 06:15;1.62;161;1.59;452
30/07/2022 06:30;1.59;158;1.59;452
30/07/2022 06:45;1.6;158;1.6;453
30/07/2022 07:00;1.6;159;1.6;453
30/07/2022 07:15;1.6;159;1.6;453
30/07/2022 07:30;1.56;155;1.61;454
30/07/2022 07:45;1.58;157;1.63;455
30/07/2022 08:00;1.59;158;1.6;453
30/07/2022 08:15;1.54;153;1.6;453
30/07/2022 08:30;1.52;152;1.61;454
30/07/2022 08:45;1.5;150;1.63;455
30/07/2022 09:00;1.52;151;1.6;453
30/07/2022 09:15;1.53;152;1.59;452
30/07/2022 09:30;1.54;153;1.58;452
30/07/2022 09:45;1.5;150;1.58;451
30/07/2022 10:00;1.5;150;1.58;452
30/07/2022 10:15;1.5;150;1.57;451
30/07/2022 10:30;1.5;149;1.55;450
30/07/2022 10:45;1.49;149;1.56;450
30/07/2022 11:00;1.45;145;1.56;450
30/07/2022 11:15;1.5;150;1.56;450
30/07/2022 11:30;1.49;149;1.56;450
30/07/2022 11:45;1.48;148;1.54;448
30/07/2022 12:00;1.47;147;1.54;448
30/07/2022 12:15;1.46;146;1.5;446
30/07/2022 12:30;1.47;147;1.52;447
30/07/2022 12:45;1.48;148;1.58;452
30/07/2022 13:00;1.49;149;1.53;448
30/07/2022 13:15;1.5;150;1.55;449
30/07/2022 13:30;1.52;151;1.53;448
30/07/2022 13:45;1.5;150;1.53;448
30/07/2022 14:00;1.49;149;1.54;448
30/07/2022 14:15;1.44;144;1.52;447
30/07/2022 14:30;1.54;153;1.55;449
30/07/2022 14:45;1.48;148;1.55;449
30/07/2022 15:00;1.49;148;1.52;447
30/07/2022 15:15;1.49;149;1.54;448
30/07/2022 15:30;1.5;149;1.56;450
30/07/2022 15:45;1.5;150;1.57;451
30/07/2022 16:00;1.5;150;1.55;450
30/07/2022 16:15;1.49;149;1.55;449
30/07/2022 16:30;1.47;147;1.57;451
30/07/2022 16:45;1.46;146;1.59;452
30/07/2022 17:00;1.44;144;1.57;451
30/07/2022 17:15;1.52;151;1.56;450
30/07/2022 17:30;1.51;150;1.56;450
30/07/2022 17:45;1.5;150;1.56;450
30/07/2022 18:00;1.49;149;1.54;449
30/07/2022 18:15;1.52;151;1.52;447
30/07/2022 18:30;1.55;154;1.52;447
30/07/2022 18:45;1.57;156;1.53;448
30/07/2022 19:00;1.49;149;1.53;448
30/07/2022 19:15;1.57;156;1.53;448
30/07/2022 19:30;1.54;154;1.52;447
30/07/2022 19:45;1.52;151;1.54;448
30/07/2022 20:00;1.54;153;1.54;448
30/07/2022 20:15;1.56;155;1.52;447
30/07/2022 20:30;1.54;153;1.52;447
30/07/2022 20:45;1.57;156;1.53;448
30/07/2022 21:00;1.59;158;1.53;448
30/07/2022 21:15;1.55;154;1.52;447
30/07/2022 21:30;1.57;156;1.49;445
30/07/2022 21:45;1.54;153;1.53;448
30/07/2022 22:00;1.6;159;1.53;448
30/07/2022 22:15;1.59;158;1.51;446
30/07/2022 22:30;1.58;156;1.52;447
30/07/2022 22:45;1.56;155;1.53;448
30/07/2022 23:00;1.59;158;1.53;448
30/07/2022 23:15;1.54;153;1.53;448
30/07/2022 23:30;1.57;156;1.51;446
30/07/2022 23:45;1.59;158;1.55;449
31/07/2022 00:00;1.57;156;1.53;448
31/07/2022 00:15;1.54;153;1.53;448
31/07/2022 00:30;1.54;153;1.53;448
31/07/2022 00:45;1.54;153;1.53;448
31/07/2022 01:00;1.54;153;1.52;447
31/07/2022 01:15;1.54;153;1.51;446
31/07/2022 01:30;1.54;153;1.52;447
31/07/2022 01:45;1.56;155;1.51;446
31/07/2022 02:00;1.58;156;1.52;447
31/07/2022 02:15;1.59;158;1.51;447
31/07/2022 02:30;1.57;156;1.5;446
31/07/2022 02:45;1.54;153;1.51;446
31/07/2022 03:00;1.56;155;1.48;444
31/07/2022 03:15;1.59;158;1.51;446
31/07/2022 03:30;1.62;160;1.49;445
31/07/2022 03:45;1.57;156;1.49;445
31/07/2022 04:00;1.58;157;1.5;446
31/07/2022 04:15;1.59;158;1.5;446
31/07/2022 04:30;1.65;163;1.5;445
31/07/2022 04:45;1.6;159;1.5;446
31/07/2022 05:00;1.6;159;1.5;445
31/07/2022 05:15;1.6;159;1.5;446
31/07/2022 05:30;1.6;158;1.52;447
31/07/2022 05:45;1.6;158;1.51;446
31/07/2022 06:00;1.59;158;1.53;448
31/07/2022 06:15;1.63;161;1.55;449
31/07/2022 06:30;1.57;156;1.53;448
31/07/2022 06:45;1.6;159;1.53;448
31/07/2022 07:00;1.59;158;1.54;448
31/07/2022 07:15;1.57;156;1.55;449
31/07/2022 07:30;1.55;155;1.56;450
31/07/2022 07:45;1.54;153;1.57;451
31/07/2022 08:00;1.55;154;1.56;450
31/07/2022 08:15;1.56;155;1.58;452
31/07/2022 08:30;1.52;151;1.57;450
31/07/2022 08:45;1.51;150;1.57;451
31/07/2022 09:00;1.5;150;1.59;452
31/07/2022 09:15;1.5;149;1.57;451
31/07/2022 09:30;1.49;149;1.61;454
31/07/2022 09:45;1.48;148;1.6;453
31/07/2022 10:00;1.49;149;1.61;453
31/07/2022 10:15;1.5;149;1.6;453
31/07/2022 10:30;1.5;150;1.58;452
31/07/2022 10:45;1.46;146;1.57;451
31/07/2022 11:00;1.55;154;1.57;451
31/07/2022 11:15;1.5;150;1.56;450
31/07/2022 11:30;1.52;152;1.56;450
31/07/2022 11:45;1.54;153;1.56;450
31/07/2022 12:00;1.52;151;1.56;450
31/07/2022 12:15;1.5;150;1.53;448
31/07/2022 12:30;1.48;148;1.55;449
31/07/2022 12:45;1.46;146;1.59;452
31/07/2022 13:00;1.48;148;1.56;450
31/07/2022 13:15;1.5;150;1.54;449
31/07/2022 13:30;1.44;144;1.52;447
31/07/2022 13:45;1.48;148;1.52;447
31/07/2022 14:00;1.46;146;1.55;449
31/07/2022 14:15;1.44;144;1.53;448
31/07/2022 14:30;1.49;149;1.53;448
31/07/2022 14:45;1.5;150;1.54;449
31/07/2022 15:00;1.5;150;1.57;451
31/07/2022 15:15;1.49;149;1.59;453
31/07/2022 15:30;1.47;147;1.61;454
31/07/2022 15:45;1.46;146;1.59;452
31/07/2022 16:00;1.44;144;1.57;451
31/07/2022 16:15;1.47;147;1.6;453
31/07/2022 16:30;1.49;149;1.56;450
31/07/2022 16:45;1.44;144;1.55;450
31/07/2022 17:00;1.49;149;1.53;448
31/07/2022 17:15;1.51;150;1.55;449
31/07/2022 17:30;1.52;152;1.55;449
31/07/2022 17:45;1.54;153;1.58;452
31/07/2022 18:00;1.49;149;1.58;452
31/07/2022 18:15;1.49;149;1.56;450
31/07/2022 18:30;1.48;148;1.56;450
31/07/2022 18:45;1.54;153;1.56;450
31/07/2022 19:00;1.5;150;1.54;449
31/07/2022 19:15;1.5;150;1.54;448
31/07/2022 19:30;1.5;150;1.54;449
31/07/2022 19:45;1.53;152;1.54;448
31/07/2022 20:00;1.55;154;1.53;448
31/07/2022 20:15;1.57;156;1.52;447
31/07/2022 20:30;1.59;158;1.51;446
31/07/2022 20:45;1.55;155;1.54;448
31/07/2022 21:00;1.52;151;1.53;448
31/07/2022 21:15;1.59;158;1.53;448
31/07/2022 21:30;1.56;155;1.53;448
31/07/2022 21:45;1.56;155;1.53;448
31/07/2022 22:00;1.56;155;1.52;447
31/07/2022 22:15;1.52;151;1.54;448
31/07/2022 22:30;1.54;153;1.55;449
31/07/2022 22:45;1.57;156;1.55;449
31/07/2022 23:00;1.59;158;1.56;450
31/07/2022 23:15;1.52;151;1.58;451
31/07/2022 23:30;1.57;156;1.58;452
31/07/2022 23:45;1.57;156;1.59;452
01/08/2022 00:00;1.56;155;1.59;453
01/08/2022 00:15;1.55;155;1.6;453
01/08/2022 00:30;1.55;154;1.58;452
01/08/2022 00:45;1.6;159;1.58;451
01/08/2022 01:00;1.56;155;1.59;452
01/08/2022 01:15;1.58;157;1.59;452
01/08/2022 01:30;1.59;158;1.6;453
01/08/2022 01:45;1.54;153;1.6;453
01/08/2022 02:00;1.57;156;1.6;453
01/08/2022 02:15;1.57;156;1.59;452
01/08/2022 02:30;1.57;156;1.59;452
01/08/2022 02:45;1.56;155;1.59;452
01/08/2022 03:00;1.56;155;1.58;451
01/08/2022 03:15;1.6;159;1.57;451
01/08/2022 03:30;1.56;155;1.58;451
01/08/2022 03:45;1.58;157;1.58;452
01/08/2022 04:00;1.6;158;1.58;452
01/08/2022 04:15;1.62;160;1.59;452
01/08/2022 04:30;1.62;160;1.58;452
01/08/2022 04:45;1.62;160;1.56;450
01/08/2022 05:00;1.62;160;1.58;451
01/08/2022 05:15;1.62;160;1.58;452
01/08/2022 05:30;1.57;156;1.58;451
01/08/2022 05:45;1.6;159;1.58;452
01/08/2022 06:00;1.57;156;1.61;454
01/08/2022 06:15;1.59;158;1.6;453
01/08/2022 06:30;1.6;159;1.59;452
01/08/2022 06:45;1.56;155;1.6;453
01/08/2022 07:00;1.52;151;1.61;454
01/08/2022 07:15;1.54;154;1.61;454
01/08/2022 07:30;1.57;156;1.63;455
01/08/2022 07:45;1.54;153;1.64;456
01/08/2022 08:00;1.55;154;1.63;455
01/08/2022 08:15;1.56;155;1.63;455
01/08/2022 08:30;1.53;153;1.63;455
01/08/2022 08:45;1.5;150;1.64;456
01/08/2022 09:00;1.5;150;1.64;456
01/08/2022 09:15;1.5;150;1.64;456
01/08/2022 09:30;1.46;146;1.64;456
01/08/2022 09:45;1.54;153;1.63;455
01/08/2022 10:00;1.52;151;1.62;454
01/08/2022 10:15;1.44;144;1.62;455
01/08/2022 10:30;1.43;143;1.62;455
01/08/2022 10:45;1.43;143;1.6;453
01/08/2022 11:00;1.43;143;1.6;453
01/08/2022 11:15;1.43;143;1.58;452
01/08/2022 11:30;1.44;143;1.62;454
01/08/2022 11:45;1.44;143;1.64;456
01/08/2022 12:00;1.44;144;1.63;455
01/08/2022 12:15;1.44;144;1.57;451
01/08/2022 12:30;1.44;144;1.59;452
01/08/2022 12:45;1.44;144;1.64;456
01/08/2022 13:00;1.44;144;1.59;452
01/08/2022 13:15;1.44;144;1.6;453
01/08/2022 13:30;1.48;148;1.61;454
01/08/2022 13:45;1.44;144;1.57;451
01/08/2022 14:00;1.4;140;1.59;452
01/08/2022 14:15;1.46;146;1.55;449
01/08/2022 14:30;1.46;146;1.44;441
01/08/2022 14:45;1.46;145;1.4;438
01/08/2022 15:00;1.45;145;1.43;441
01/08/2022 15:15;1.45;145;1.42;440
01/08/2022 15:30;1.45;145;1.37;436
01/08/2022 15:45;1.44;144;1.44;441
01/08/2022 16:00;1.44;144;1.37;436
01/08/2022 16:15;1.42;142;1.39;438
01/08/2022 16:30;1.39;139;1.38;437
01/08/2022 16:45;1.44;144;1.37;436
01/08/2022 17:00;1.44;144;1.37;435
01/08/2022 17:15;1.44;144;1.37;435
01/08/2022 17:30;1.44;144;1.37;436
01/08/2022 17:45;1.49;149;1.37;436
01/08/2022 18:00;1.44;144;1.36;435
01/08/2022 18:15;1.45;145;1.36;435
01/08/2022 18:30;1.46;146;1.35;434
01/08/2022 18:45;1.54;153;1.37;435
01/08/2022 19:00;1.48;148;1.37;436
01/08/2022 19:15;1.54;153;1.37;435
01/08/2022 19:30;1.54;153;1.36;435
01/08/2022 19:45;1.54;153;1.36;435
01/08/2022 20:00;1.51;151;1.35;434
01/08/2022 20:15;1.48;148;1.35;434
01/08/2022 20:30;1.46;146;1.34;433
01/08/2022 20:45;1.43;143;1.34;433
01/08/2022 21:00;1.52;151;1.34;433
01/08/2022 21:15;1.54;154;1.34;433
01/08/2022 21:30;1.57;156;1.34;433
01/08/2022 21:45;1.54;153;1.34;433
01/08/2022 22:00;1.59;158;1.35;434
01/08/2022 22:15;1.48;148;1.35;434
01/08/2022 22:30;1.55;154;1.35;434
01/08/2022 22:45;1.52;151;1.35;434
01/08/2022 23:00;1.53;152;1.35;434
01/08/2022 23:15;1.54;153;1.34;433
01/08/2022 23:30;1.55;154;1.35;434
01/08/2022 23:45;1.56;155;1.35;434
02/08/2022 00:00;1.5;150;1.36;434
02/08/2022 00:15;1.54;153;1.36;435
02/08/2022 00:30;1.57;156;1.36;435
02/08/2022 00:45;1.54;154;1.36;435
02/08/2022 01:00;1.52;151;1.36;435
02/08/2022 01:15;1.56;155;1.36;435
02/08/2022 01:30;1.52;151;1.36;434
02/08/2022 01:45;1.57;156;1.35;434
02/08/2022 02:00;1.54;153;1.35;434
02/08/2022 02:15;1.54;153;1.35;434
02/08/2022 02:30;1.54;153;1.35;434
02/08/2022 02:45;1.54;153;1.34;433
02/08/2022 03:00;1.59;158;1.34;433
02/08/2022 03:15;1.57;156;1.34;433
02/08/2022 03:30;1.55;154;1.34;433
02/08/2022 03:45;1.55;154;1.33;433
02/08/2022 04:00;1.55;154;1.33;432
02/08/2022 04:15;1.55;154;1.33;432
02/08/2022 04:30;1.56;155;1.33;432
02/08/2022 04:45;1.57;156;1.33;432
02/08/2022 05:00;1.58;157;1.34;433
02/08/2022 05:15;1.59;158;1.34;433
02/08/2022 05:30;1.54;153;1.35;434
02/08/2022 05:45;1.59;158;1.34;433
02/08/2022 06:00;1.57;156;1.34;433
02/08/2022 06:15;1.59;158;1.35;434
02/08/2022 06:30;1.62;160;1.35;434
02/08/2022 06:45;1.54;153;1.36;434
02/08/2022 07:00;1.5;150;1.36;435
02/08/2022 07:15;1.56;155;1.37;435
02/08/2022 07:30;1.55;154;1.37;436
02/08/2022 07:45;1.53;152;1.38;436
02/08/2022 08:00;1.52;151;1.39;437
02/08/2022 08:15;1.53;153;1.39;437
02/08/2022 08:30;1.55;154;1.4;438
02/08/2022 08:45;1.52;151;1.41;439
02/08/2022 09:00;1.49;149;1.41;439
02/08/2022 09:15;1.46;146;1.4;438
02/08/2022 09:30;1.45;145;1.41;439
02/08/2022 09:45;1.45;145;1.41;439
02/08/2022 10:00;1.44;144;1.41;439
02/08/2022 10:15;1.44;144;1.43;441
02/08/2022 10:30;1.44;144;1.49;445
02/08/2022 10:45;1.44;144;1.5;446
02/08/2022 11:00;1.44;144;1.51;446
02/08/2022 11:15;1.44;144;1.51;446
02/08/2022 11:30;1.47;147;1.47;444
02/08/2022 11:45;1.49;149;1.46;443
02/08/2022 12:00;1.45;145;1.44;441
02/08/2022 12:15;1.41;141;1.4;438
02/08/2022 12:30;1.45;145;1.44;441
02/08/2022 12:45;1.44;144;1.46;443
02/08/2022 13:00;1.42;142;1.46;443
02/08/2022 13:15;1.41;141;1.45;442
02/08/2022 13:30;1.44;144;1.46;443
02/08/2022 13:45;1.41;141;1.45;442
02/08/2022 14:00;1.45;145;1.45;442
02/08/2022 14:15;1.48;148;1.48;444
02/08/2022 14:30;1.44;144;1.49;445
02/08/2022 14:45;1.46;146;1.44;441
02/08/2022 15:00;1.45;145;1.43;441
02/08/2022 15:15;1.44;144;1.42;440
02/08/2022 15:30;1.44;144;1.41;439
02/08/2022 15:45;1.43;143;1.42;440
02/08/2022 16:00;1.42;142;1.37;436
02/08/2022 16:15;1.41;141;1.4;438
02/08/2022 16:30;1.42;142;1.42;440
02/08/2022 16:45;1.42;142;1.42;440
02/08/2022 17:00;1.43;143;1.39;437
02/08/2022 17:15;1.43;143;1.39;437
02/08/2022 17:30;1.46;146;1.39;438
02/08/2022 17:45;1.43;143;1.38;437
02/08/2022 18:00;1.45;145;1.37;436
02/08/2022 18:15;1.47;147;1.37;436
02/08/2022 18:30;1.49;149;1.37;436
02/08/2022 18:45;1.5;149;1.37;436
02/08/2022 19:00;1.5;149;1.36;435
02/08/2022 19:15;1.5;150;1.36;435
02/08/2022 19:30;1.5;150;1.35;434
02/08/2022 19:45;1.5;150;1.36;435
02/08/2022 20:00;1.46;146;1.36;435
02/08/2022 20:15;1.49;149;1.35;434
02/08/2022 20:30;1.52;151;1.35;434
02/08/2022 20:45;1.5;150;1.34;433
02/08/2022 21:00;1.49;149;1.34;433
02/08/2022 21:15;1.52;151;1.33;433
02/08/2022 21:30;1.54;153;1.33;432
02/08/2022 21:45;1.54;153;1.33;432
02/08/2022 22:00;1.54;153;1.34;433
02/08/2022 22:15;1.49;149;1.35;434
02/08/2022 22:30;1.52;151;1.34;433
02/08/2022 22:45;1.48;148;1.34;433
02/08/2022 23:00;1.44;144;1.35;434
02/08/2022 23:15;1.55;154;1.35;434
02/08/2022 23:30;1.53;152;1.35;434
02/08/2022 23:45;1.5;150;1.35;434
03/08/2022 00:00;1.54;153;1.35;434
03/08/2022 00:15;1.49;149;1.36;434
03/08/2022 00:30;1.55;154;1.36;435
03/08/2022 00:45;1.54;153;1.36;435
03/08/2022 01:00;1.53;152;1.35;434
03/08/2022 01:15;1.52;151;1.36;434
03/08/2022 01:30;1.5;150;1.36;435
03/08/2022 01:45;1.49;149;1.36;435
03/08/2022 02:00;1.56;155;1.35;434
03/08/2022 02:15;1.56;155;1.37;436
03/08/2022 02:30;1.5;150;1.41;439
03/08/2022 02:45;1.57;156;1.39;438
03/08/2022 03:00;1.55;155;1.38;437
03/08/2022 03:15;1.54;153;1.37;436
03/08/2022 03:30;1.57;156;1.37;436
03/08/2022 03:45;1.55;154;1.37;435
03/08/2022 04:00;1.6;159;1.36;435
03/08/2022 04:15;1.52;151;1.36;435
03/08/2022 04:30;1.59;158;1.36;435
03/08/2022 04:45;1.58;157;1.36;435
03/08/2022 05:00;1.56;155;1.36;435
03/08/2022 05:15;1.55;154;1.36;435
03/08/2022 05:30;1.58;157;1.36;435
03/08/2022 05:45;1.6;159;1.36;435
03/08/2022 06:00;1.5;150;1.37;436
03/08/2022 06:15;1.54;153;1.38;437
03/08/2022 06:30;1.57;156;1.38;436
03/08/2022 06:45;1.54;153;1.39;437
03/08/2022 07:00;1.54;153;1.4;438
03/08/2022 07:15;1.55;154;1.41;439
03/08/2022 07:30;1.55;154;1.41;439
